Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,174.971,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,5068,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,405.000,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,11731,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,405.793,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,11754,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,STOP,448.600,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,12994,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,448.645,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,12995,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,496.779,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,14389,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,496.879,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,14392,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,STOP,503.800,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,14592,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,503.927,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,14596,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,523.237,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15155,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,523.319,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15158,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,STOP,533.184,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15444,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,533.267,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15446,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,540.700,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15661,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,540.832,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15665,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,STOP,542.400,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15710,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,542.514,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15714,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,543.700,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15748,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,543.797,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,15751,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,STOP,565.474,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,16379,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,START,642.915,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,18622,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Navigation_Area,,STOP,649.229,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,18805,NA,
P2,2024-11-02 11:19:09.794,,1774.028999999999996362021193,Media file(s),player #1:C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,0.0,2740.399,60.000,,Mouse_on_Linechart_Area,,START,664.508,C:/Users/eleon/Videos/Captures/frontend - Google Chrome 2024-10-28 13-08-34.mp4,19248,NA,
